Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10
404,4118359784544,3,58.2845458984375,132.918334960938,165.150695800781,on,10,True,1
405,4118377561722,1,14.076416015625,-88.6852722167969,117.014122009277,on,10,True,1
405,4118377561722,3,58.3264465332031,133.052459716797,167.736923217773,on,10,True,1
406,4118395338900,1,14.2730255126953,-88.4990234375,118.981483459473,on,10,True,1
406,4118395338900,3,58.4435424804688,133.057350158691,167.657684326172,on,10,True,1
407,4118413116078,1,14.1910858154297,-88.1156005859375,118.228507995605,on,10,True,1
407,4118413116078,3,58.4694519042969,132.686996459961,166.585021972656,on,10,True,1
408,4118430893256,1,14.3354187011719,-87.5920715332031,118.49161529541,on,10,True,1
408,4118430893256,3,58.4108581542969,132.84211730957,168.840866088867,on,10,True,1
409,4118448670407,1,14.1422271728516,-86.7955322265625,116.538650512695,on,10,True,1
409,4118448670407,3,58.3656311035156,132.970001220703,169.778884887695,on,10,True,1
410,4118466447585,1,14.6915130615234,-86.47705078125,118.277610778809,on,10,True,1
410,4118466447585,3,58.4092407226562,133.016456604004,169.987640380859,on,10,True,1
411,4118475336174,1,14.7918701171875,-86.439697265625,117.938186645508,on,10,True,1
411,4118475336174,3,58.3590698242188,133.004287719727,170.05549621582,on,10,True,1
412,4118493113352,1,14.9193420410156,-86.1397094726562,118.279663085938,on,10,True,1
412,4118493113352,3,58.4382019042969,133.039375305176,170.174026489258,on,10,True,1
413,4118510890530,1,15.6618041992188,-86.2129821777344,119.669769287109,on,10,True,1
413,4118510890530,3,58.4155883789062,132.976509094238,169.736831665039,on,10,True,1
414,4118528667708,1,15.8050994873047,-86.1085205078125,120.249153137207,on,10,True,1
414,4118528667708,3,58.4043273925781,133.024063110352,170.333511352539,on,10,True,1
415,4118546444859,1,15.7178344726562,-85.7639465332031,122.705192565918,on,10,True,1
415,4118546444859,3,58.3576965332031,132.894706726074,170.361572265625,on,10,True,1
416,4118564222037,1,16.3768920898438,-86.3233032226562,123.090126037598,on,10,True,1
416,4118564222037,3,58.3642578125,132.714218139648,170.94401550293,on,10,True,1
417,4118581999215,1,16.0044555664062,-86.114013671875,125.247421264648,on,10,True,1
417,4118581999215,3,58.3676147460938,132.997512817383,170.433334350586,on,10,True,1
418,4118599776393,1,16.3906097412109,-86.6585388183594,126.854072570801,on,10,True,1
418,4118599776393,3,58.423095703125,132.891593933105,171.972229003906,on,10,True,1
419,4118608664982,1,16.1824340820312,-86.6531372070312,128.311599731445,on,10,True,1
419,4118608664982,3,58.448974609375,132.758598327637,171.820953369141,on,10,True,1
420,4118626442160,1,16.3228607177734,-86.762451171875,129.893890380859,on,10,True,1
420,4118626442160,3,58.3842468261719,132.834693908691,172.176605224609,on,10,True,1
421,4118644219311,1,16.7388000488281,-87.3182983398438,131.851287841797,on,10,True,1
421,4118644219311,3,58.4336242675781,132.925048828125,172.864990234375,on,10,True,1
422,4118661996489,1,16.1716766357422,-86.5847778320312,133.020889282227,on,10,True,1
422,4118661996489,3,58.5444641113281,132.856582641602,173.546691894531,on,10,True,1
423,4118679773667,1,15.8289489746094,-85.9965515136719,135.606414794922,on,10,True,1
423,4118679773667,3,58.6240234375,132.72216796875,174.551254272461,on,10,True,1
424,4118697550845,1,15.6731719970703,-85.7530822753906,140.144622802734,on,10,True,1
424,4118697550845,3,58.6240234375,132.72216796875,174.551254272461,on,10,True,1
425,4118715328023,1,15.9334106445312,-85.1863708496094,141.926406860352,on,10,True,1
425,4118715328023,3,58.6477355957031,132.72582244873,174.539001464844,on,10,True,1
426,4118733105201,1,15.8575592041016,-85.4707946777344,143.304122924805,on,10,True,1
426,4118733105201,3,58.6280517578125,132.781120300293,174.544067382812,on,10,True,1
427,4118741993763,1,15.4774627685547,-85.1556091308594,143.901504516602,on,10,True,1
427,4118741993763,3,58.6227416992188,132.863334655762,174.985717773438,on,10,True,1
428,4118759770941,1,15.3695526123047,-84.6918334960938,143.146713256836,on,10,True,1
428,4118759770941,3,58.6554260253906,132.832069396973,175.120819091797,on,10,True,1
429,4118777548119,1,15.2832794189453,-84.6759338378906,144.760223388672,on,10,True,1
429,4118777548119,3,58.9659118652344,133.118919372559,171.017852783203,on,10,True,1
430,4118795325297,1,15.1741485595703,-84.5370178222656,144.354080200195,on,10,True,1
430,4118795325297,3,59.6069946289062,134.481437683105,159.545761108398,on,10,True,1
431,4118813102475,1,15.4989318847656,-84.6611633300781,145.855575561523,on,10,True,1
431,4118813102475,3,60.4181823730469,135.921524047852,145.655410766602,on,10,True,1
432,4118848656804,1,15.9109039306641,-83.0790710449219,148.665100097656,on,10,True,1
432,4118848656804,3,63.4004821777344,138.591850280762,128.982833862305,on,10,True,1
433,4118875322571,1,16.5485382080078,-83.1441040039062,151.566314697266,on,10,True,1
433,4118875322571,3,66.3627319335938,137.765930175781,128.461288452148,on,10,True,1
434,4118893099749,1,16.9264068603516,-82.7286071777344,153.946884155273,on,10,True,1
434,4118893099749,3,66.8393249511719,137.294929504395,129.729904174805,on,10,True,1
435,4118910876927,1,17.1178436279297,-82.6580505371094,153.172286987305,on,10,True,1
435,4118910876927,3,67.0582885742188,136.991058349609,131.126602172852,on,10,True,1
436,4118928654078,1,17.4827728271484,-82.4462890625,154.903305053711,on,10,True,1
436,4118928654078,3,68.1237487792969,136.232490539551,133.115524291992,on,10,True,1
437,4118946431256,1,18.0363464355469,-82.9069213867188,154.820770263672,on,10,True,1
437,4118946431256,3,69.1331787109375,135.482482910156,136.749420166016,on,10,True,1
438,4118964208434,1,18.4991149902344,-83.2967834472656,154.634429931641,on,10,True,1
438,4118964208434,3,69.2718200683594,135.023071289062,137.427764892578,on,10,True,1
439,4118981985612,1,18.7433929443359,-83.2005004882812,157.148635864258,on,10,True,1
439,4118981985612,3,69.7478942871094,134.795433044434,138.458908081055,on,10,True,1
440,4118999762790,1,19.0740509033203,-83.7469787597656,157.054550170898,on,10,True,1
440,4118999762790,3,69.6420288085938,134.98558807373,139.396408081055,on,10,True,1
441,4119008651379,1,19.2205352783203,-83.5957641601562,158.283386230469,on,10,True,1
441,4119008651379,3,69.7883911132812,134.97176361084,140.109573364258,on,10,True,1
442,4119026428530,1,19.3805236816406,-84.1412963867188,159.895202636719,on,10,True,1
442,4119026428530,3,69.9807434082031,134.838020324707,141.106689453125,on,10,True,1
443,4119044205708,1,19.5317535400391,-84.8387756347656,164.183792114258,on,10,True,1
443,4119044205708,3,69.9931945800781,135.112365722656,141.125946044922,on,10,True,1
444,4119061982886,1,19.5161285400391,-84.9455261230469,164.421173095703,on,10,True,1
444,4119061982886,3,70.0604248046875,134.990997314453,142.154220581055,on,10,True,1
445,4119079760064,1,19.5844573974609,-84.6683349609375,164.4189453125,on,10,True,1
445,4119079760064,3,70.3039245605469,134.754371643066,143.587661743164,on,10,True,1
446,4119097537242,1,19.6419830322266,-84.3405151367188,165.424621582031,on,10,True,1
446,4119097537242,3,70.2864074707031,134.942657470703,144.512847900391,on,10,True,1
447,4119115314420,1,19.7282562255859,-84.3213806152344,167.644241333008,on,10,True,1
447,4119115314420,3,70.3136291503906,135.12483215332,145.176559448242,on,10,True,1
448,4119133091571,1,19.8319854736328,-84.8848266601562,169.436996459961,on,10,True,1
448,4119133091571,3,70.3221130371094,135.079704284668,145.298477172852,on,10,True,1
449,4119141980160,1,20.0423583984375,-85.0928344726562,168.112258911133,on,10,True,1
449,4119141980160,3,70.3176879882812,135.115524291992,145.628326416016,on,10,True,1
450,4119159757338,1,19.8513336181641,-84.876220703125,168.503326416016,on,10,True,1
450,4119159757338,3,70.4088745117188,135.113639831543,146.700759887695,on,10,True,1
451,4119177534516,1,19.7984924316406,-85.0633544921875,169.41731262207,on,10,True,1
451,4119177534516,3,70.4053039550781,135.171485900879,146.726272583008,on,10,True,1
452,4119195311694,1,20.0614929199219,-84.9600524902344,168.141998291016,on,10,True,1
452,4119195311694,3,70.5161437988281,135.125457763672,147.174331665039,on,10,True,1
453,4119213088872,1,19.9425964355469,-85.164794921875,169.488708496094,on,10,True,1
453,4119213088872,3,70.4364013671875,135.482360839844,148.37109375,on,10,True,1
454,4119230866023,1,20.0405578613281,-85.1284790039062,169.552062988281,on,10,True,1
454,4119230866023,3,70.5666809082031,135.38777923584,149.149108886719,on,10,True,1
455,4119248643201,1,19.9994049072266,-84.7831726074219,169.8740234375,on,10,True,1
455,4119248643201,3,70.6672058105469,135.395988464355,149.455032348633,on,10,True,1
456,4119266420379,1,20.0216369628906,-84.529052734375,169.715591430664,on,10,True,1
456,4119266420379,3,70.7424926757812,135.241851806641,148.962432861328,on,10,True,1
457,4119275308968,1,19.9604949951172,-84.8104858398438,169.813613891602,on,10,True,1
457,4119275308968,3,70.6884155273438,135.40510559082,149.120132446289,on,10,True,1
458,4119293086146,1,20.0186309814453,-84.0252075195312,169.051483154297,on,10,True,1
458,4119293086146,3,70.847412109375,135.336311340332,149.827270507812,on,10,True,1
459,4119310863297,1,19.4107360839844,-82.9330444335938,164.984817504883,on,10,True,1
459,4119310863297,3,70.9441833496094,135.21427154541,151.602478027344,on,10,True,1
460,4119328640475,1,19.2957000732422,-82.4600830078125,158.831466674805,on,10,True,1
460,4119328640475,3,70.9063415527344,135.247123718262,152.104278564453,on,10,True,1
461,4119346417653,1,19.7244262695312,-82.3080444335938,155.02522277832,on,10,True,1
461,4119346417653,3,70.8794860839844,135.401695251465,152.635070800781,on,10,True,1
462,4119364194831,1,19.8744659423828,-82.0345153808594,152.080917358398,on,10,True,1
462,4119364194831,3,70.9926147460938,135.569976806641,154.348159790039,on,10,True,1
463,4119381972009,1,20.1091003417969,-81.7282409667969,152.893249511719,on,10,True,1
463,4119381972009,3,71.3914184570312,138.43603515625,155.741165161133,on,10,True,1
464,4119399749187,1,20.5748748779297,-81.7629699707031,153.144775390625,on,10,True,1
464,4119399749187,3,70.446044921875,142.18822479248,153.887008666992,on,10,True,1
465,4119408637749,1,20.726318359375,-81.7763671875,152.046325683594,on,10,True,1
465,4119408637749,3,69.5550231933594,144.335639953613,151.28044128418,on,10,True,1
466,4119426414927,1,21.0272369384766,-81.8234252929688,152.541275024414,on,10,True,1
466,4119426414927,3,68.0730285644531,147.110496520996,149.166473388672,on,10,True,1
467,4119444192105,1,21.5203552246094,-82.1883544921875,153.682327270508,on,10,True,1
467,4119444192105,3,68.1573486328125,147.528549194336,151.224090576172,on,10,True,1
468,4119461969283,1,22.1111450195312,-82.2261657714844,153.088531494141,on,10,True,1
468,4119461969283,3,68.3390502929688,147.740036010742,152.561706542969,on,10,True,1
469,4119479746461,1,22.7527618408203,-82.4394226074219,154.213439941406,on,10,True,1
469,4119479746461,3,68.4309997558594,147.632125854492,153.884628295898,on,10,True,1
470,4119497523639,1,23.4427032470703,-83.6151123046875,156.41862487793,on,10,True,1
470,4119497523639,3,68.4745788574219,147.714431762695,154.600433349609,on,10,True,1
471,4119515300790,1,23.7099914550781,-84.2067260742188,159.089920043945,on,10,True,1
471,4119515300790,3,68.4737243652344,147.643363952637,154.398956298828,on,10,True,1
472,4119524189379,1,23.7845153808594,-84.3834228515625,159.01220703125,on,10,True,1
472,4119524189379,3,68.4951477050781,147.553047180176,154.721588134766,on,10,True,1
473,4119541966557,1,23.7989044189453,-84.7586059570312,160.849090576172,on,10,True,1
473,4119541966557,3,68.5609436035156,147.509468078613,154.501724243164,on,10,True,1
474,4119559743735,1,23.8781280517578,-85.4839172363281,161.447891235352,on,10,True,1
474,4119559743735,3,68.6160278320312,147.770790100098,154.964782714844,on,10,True,1
475,4119577520913,1,24.1336212158203,-85.8048400878906,162.194564819336,on,10,True,1
475,4119577520913,3,68.877197265625,147.741554260254,156.814971923828,on,10,True,1
476,4119595298091,1,24.1666412353516,-86.0394592285156,166.822540283203,on,10,True,1
476,4119595298091,3,68.84619140625,147.856094360352,157.053863525391,on,10,True,1
477,4119613075242,1,24.0344085693359,-85.4108581542969,168.366729736328,on,10,True,1
477,4119613075242,3,68.9553527832031,147.761795043945,157.680435180664,on,10,True,1
478,4119630852420,1,23.9785461425781,-84.9193115234375,169.324020385742,on,10,True,1
478,4119630852420,3,68.9728698730469,147.756477355957,157.812072753906,on,10,True,1
479,4119648629598,1,23.9661407470703,-84.9676513671875,169.600067138672,on,10,True,1
479,4119648629598,3,69.1521911621094,147.359184265137,157.290313720703,on,10,True,1
480,4119666406776,1,24.1276245117188,-85.1528930664062,169.765151977539,on,10,True,1
480,4119666406776,3,69.0744018554688,147.708969116211,158.179962158203,on,10,True,1
481,4119675295365,1,24.1038055419922,-84.94873046875,169.670104980469,on,10,True,1
481,4119675295365,3,69.131591796875,147.717933654785,158.194152832031,on,10,True,1
482,4119693072543,1,24.1355285644531,-84.902099609375,170.524780273438,on,10,True,1
482,4119693072543,3,69.0931091308594,148.019393920898,158.078491210938,on,10,True,1
483,4119710849694,1,24.2697448730469,-85.08984375,172.262557983398,on,10,True,1
483,4119710849694,3,69.0954895019531,148.027099609375,158.703872680664,on,10,True,1
484,4119728626872,1,24.2250366210938,-85.158935546875,172.899276733398,on,10,True,1
484,4119728626872,3,69.2590637207031,148.124664306641,160.932205200195,on,10,True,1
485,4119746404050,1,24.2965087890625,-85.0915832519531,172.378967285156,on,10,True,1
485,4119746404050,3,69.3358154296875,148.150344848633,161.553756713867,on,10,True,1
486,4119764181228,1,24.2469635009766,-84.938232421875,173.427490234375,on,10,True,1
486,4119764181228,3,69.3272705078125,147.792839050293,162.913146972656,on,10,True,1
487,4119781958406,1,24.3250427246094,-85.1089477539062,173.038589477539,on,10,True,1
487,4119781958406,3,69.3025207519531,148.041015625,163.624160766602,on,10,True,1
488,4119790846995,1,24.3042907714844,-84.9246520996094,173.519485473633,on,10,True,1
488,4119790846995,3,69.3498229980469,148.072113037109,163.654525756836,on,10,True,1
489,4119808624146,1,24.3745574951172,-85.0704956054688,174.374053955078,on,10,True,1
489,4119808624146,3,69.4191589355469,147.891174316406,163.848495483398,on,10,True,1
490,4119826401324,1,24.3413848876953,-85.0690307617188,174.170761108398,on,10,True,1
490,4119826401324,3,69.4884338378906,148.052734375,165.473693847656,on,10,True,1
491,4119844178502,1,24.3616638183594,-85.0319519042969,174.050643920898,on,10,True,1
491,4119844178502,3,69.7543640136719,147.619445800781,165.703842163086,on,10,True,1
492,4119861955680,1,24.3370056152344,-84.97998046875,174.196105957031,on,10,True,1
492,4119861955680,3,69.7789001464844,147.654083251953,166.02262878418,on,10,True,1
493,4119879732858,1,24.2485198974609,-84.7952575683594,175.088775634766,on,10,True,1
493,4119879732858,3,69.7733764648438,147.882766723633,166.456848144531,on,10,True,1
494,4119897510009,1,24.2564239501953,-84.7173767089844,174.785614013672,on,10,True,1
494,4119897510009,3,69.7742004394531,147.989685058594,166.505828857422,on,10,True,1
495,4119915287187,1,24.2895050048828,-84.4823913574219,175.362167358398,on,10,True,1
495,4119915287187,3,70.5537414550781,148.88801574707,157.611068725586,on,10,True,1
496,4119933064365,1,24.3505096435547,-84.4793090820312,175.700927734375,on,10,True,1
496,4119933064365,3,71.0880737304688,151.556777954102,147.6669921875,on,10,True,1
497,4119941952954,1,24.5162353515625,-84.6735534667969,176.69010925293,on,10,True,1
497,4119941952954,3,71.8222961425781,152.857177734375,144.78190612793,on,10,True,1
498,4119959730132,1,24.4940032958984,-84.6904907226562,176.747650146484,on,10,True,1
498,4119959730132,3,72.219970703125,154.688018798828,145.70979309082,on,10,True,1
499,4119977507310,1,24.4345397949219,-84.7057189941406,176.773941040039,on,10,True,1
499,4119977507310,3,73.0559387207031,155.536865234375,145.356521606445,on,10,True,1
500,4119995284461,1,24.3904724121094,-84.9736022949219,178.064712524414,on,10,True,1
500,4119995284461,3,73.6996154785156,156.339172363281,147.908447265625,on,10,True,1
501,4120013061639,1,24.3946228027344,-84.8368225097656,178.61100769043,on,10,True,1
501,4120013061639,3,74.0067443847656,156.026016235352,147.898193359375,on,10,True,1
502,4120030838817,1,24.7269592285156,-84.181884765625,178.180282592773,on,10,True,1
502,4120030838817,3,73.9897155761719,156.072525024414,148.620330810547,on,10,True,1
503,4120048615968,1,25.29150390625,-83.7436828613281,174.366943359375,on,10,True,1
503,4120048615968,3,74.1559143066406,155.982940673828,148.336013793945,on,10,True,1
504,4120066393173,1,25.7728881835938,-82.3215637207031,168.397399902344,on,10,True,1
504,4120066393173,3,74.2752990722656,155.677200317383,149.202743530273,on,10,True,1
505,4120075281762,1,25.8211212158203,-81.8473205566406,167.076065063477,on,10,True,1
505,4120075281762,3,74.6390380859375,155.455413818359,151.466003417969,on,10,True,1
506,4120093058913,1,26.2062835693359,-81.2096252441406,165.512588500977,on,10,True,1
506,4120093058913,3,74.5759582519531,155.797332763672,152.788635253906,on,10,True,1
507,4120110836091,1,26.8192901611328,-81.3384399414062,166.664184570312,on,10,True,1
507,4120110836091,3,74.6511840820312,155.681121826172,152.61767578125,on,10,True,1
508,4120128613269,1,27.0561370849609,-80.8435974121094,167.370086669922,on,10,True,1
508,4120128613269,3,74.7557373046875,155.574859619141,153.051940917969,on,10,True,1
509,4120146390420,1,27.0809783935547,-80.7842712402344,168.274719238281,on,10,True,1
509,4120146390420,3,74.8466491699219,155.576065063477,152.951034545898,on,10,True,1
510,4120164167625,1,27.0920562744141,-81.1318054199219,170.036651611328,on,10,True,1
510,4120164167625,3,75.0942077636719,155.498184204102,154.827941894531,on,10,True,1
511,4120181944776,1,27.3685760498047,-81.2481994628906,172.143814086914,on,10,True,1
511,4120181944776,3,75.1360778808594,155.487083435059,155.134643554688,on,10,True,1
512,4120199721954,1,27.5335540771484,-82.1424865722656,173.568099975586,on,10,True,1
512,4120199721954,3,75.0642700195312,155.613441467285,155.354080200195,on,10,True,1
513,4120208610543,1,27.6183013916016,-82.5266723632812,175.231353759766,on,10,True,1
513,4120208610543,3,75.1360473632812,155.512626647949,155.23698425293,on,10,True,1
514,4120226387721,1,27.9402923583984,-83.0751647949219,178.481292724609,on,10,True,1
514,4120226387721,3,75.1764221191406,155.672065734863,155.770294189453,on,10,True,1
515,4120244164872,1,27.8558807373047,-83.4193115234375,178.23225402832,on,10,True,1
515,4120244164872,3,75.1746826171875,155.920379638672,156.787780761719,on,10,True,1
516,4120261942077,1,27.4565887451172,-84.061279296875,1.84944629669189,on,10,True,1
516,4120261942077,3,75.1324157714844,155.577163696289,158.316055297852,on,10,True,1
517,4120279719228,1,27.2833862304688,-84.3394165039062,3.45150518417358,on,10,True,1
517,4120279719228,3,75.4180297851562,155.405265808105,157.613464355469,on,10,True,1
518,4120297496406,1,27.0789947509766,-84.2823181152344,3.93279933929443,on,10,True,1
518,4120297496406,3,75.3582458496094,155.495277404785,159.036163330078,on,10,True,1
519,4120315273584,1,26.8582305908203,-84.6658020019531,8.48695373535156,on,10,True,1
519,4120315273584,3,75.7515869140625,155.002891540527,159.706527709961,on,10,True,1
520,4120333050762,1,26.9805603027344,-84.6795349121094,8.63276100158691,on,10,True,1
520,4120333050762,3,75.8371276855469,154.981414794922,159.385406494141,on,10,True,1
521,4120341939351,1,26.9718933105469,-84.8801574707031,9.28751850128174,on,10,True,1
521,4120341939351,3,75.7672424316406,155.073455810547,159.716049194336,on,10,True,1
522,4120359716529,1,26.7583770751953,-85.3200988769531,9.16297054290771,on,10,True,1
522,4120359716529,3,75.5801696777344,155.573051452637,160.90397644043,on,10,True,1
523,4120377493680,1,26.8687286376953,-85.1861267089844,9.99617767333984,on,10,True,1
523,4120377493680,3,75.6354064941406,155.463920593262,160.920059204102,on,10,True,1
524,4120395270858,1,26.8898315429688,-84.9194946289062,11.9892930984497,on,10,True,1
524,4120395270858,3,75.7692260742188,155.465667724609,160.633148193359,on,10,True,1
525,4120413048036,1,26.8795013427734,-84.9823608398438,12.2084808349609,on,10,True,1
525,4120413048036,3,75.9871826171875,156.312149047852,156.69384765625,on,10,True,1
526,4120430825214,1,26.9979858398438,-85.0516357421875,12.7993564605713,on,10,True,1
526,4120430825214,3,76.5364379882812,158.918670654297,149.966720581055,on,10,True,1
527,4120448602392,1,27.0780181884766,-84.8843994140625,12.8533353805542,on,10,True,1
527,4120448602392,3,77.208251953125,160.083854675293,142.683837890625,on,10,True,1
528,4120466379543,1,26.9489135742188,-85.1991882324219,13.5817441940308,on,10,True,1
528,4120466379543,3,78.3900756835938,161.156280517578,140.861663818359,on,10,True,1
529,4120475268132,1,27.2362213134766,-84.8409118652344,14.5338020324707,on,10,True,1
529,4120475268132,3,79.306640625,161.394683837891,138.367340087891,on,10,True,1
530,4120493045310,1,27.1452026367188,-85.0947570800781,15.3072814941406,on,10,True,1
530,4120493045310,3,79.8180847167969,161.965103149414,139.775833129883,on,10,True,1
